Date,Service Visit,Cinema Name,Address,Contact Details ,Screen No:,Projector Model,Serial No.,Lamp Model & Make,Engineer Visited,Projector Number of hours running:,Lamp Number of hours running:,Reflector,UV filter,Integrator Rod,Cold Mirror,Fold Mirror,Touch Panel,EVB Board,IMCB Board/s,PIB Board,ICP Board,IMB/S Board,Chassis label vs Touch Panel,"LE, LAD and RAD",Level and Color,White,Red,Green,Blue,Black,AC blower and Vane Switch,Extractor Vane Switch,Exhaust CFM,Light Engine 4 fans with LAD fan,Card Cage Top and Bottom fans,Radiator fan and Pump,Connector and hose for the Pump,Security and lamp house lock switch,"Lamp LOC Mechanism X,Y and Z movement",YES1,Yes2,YES3,YES4,YES5,YES6,YES7,YES8,YES9,YES10,YES11,YES12,YES13,YES14,YES15,YES16,YES17,YES18,YES19,YES20,YES21,YES22,YES23,YES24,YES25,YES26,YES27,YES28,LE Status,Current Lamp Hours,AC Status,LE S No, P V N,P V E,N VS E,  fL_B,  fL_A,Content player model,Room,Remark_1,Remark_2,Remark_3,Remark_4,Remark_5,Remark_6,P1,P2,P3,P4,P5,P6,PN1,PN2,PN3,PN4,PN5,PN6,photo,Scope_H,Scope_W,Flat_H,Flat_W,Screen Make,Throw Distance,Gain,x,y,fl,x2,y2,fl2,W2Kx,W4Kx,R2Kx,R4Kx,G2Kx,G4Kx,B2Kx,B4Kx,W2Ky,W4Ky,R2Ky,R4Ky,G2Ky,G4Ky,B2Ky,B4Ky,W2Kfl,W4Kfl,R2Kfl,R4Kfl,G2Kfl,G4Kfl,B2Kfl,B4Kfl,Software Version,Air Pollution Level,HCHO,TVOC,PM 1,PM 2.5,PM 10,Temperature,Humidity,Focus,Intergrator,Any Spot on Screen after PPM,Check Screen cropping - FLAT and SCOPE,Convergence checked,"Channels Checked - Scope, Flat, Alternative",Pixel Defects,Excessive Image Vibration,LiteLOC
"Thursday, May 01, 2025",Third,PVR INOX Cinema,"Logix City Centre, Sec-32 Noida",Mr. Anjani - 7042726045,4,CP2220,391942022,OSRAM - 3KW DTP,Manoj Kumar,67020,41922,-,Solarized,-,-,-,-,-,-,Power GoodVID (No),-,-,-,-,-,-,-,-,-,-,Bypass,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,No,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,Removed,97,Working,-,230,229,1,15.9,20.4,Doremi IMB,OK,Service done working successfully ok,Convergence and vibration issue found before service same has been update to site person,-,-,-,-,UV Filter,Vane Blower Bracket,-,-,-,-,003-001568-02,003-003700-03,-,-,-,-,https://drive.google.com/drive/folders/1cHLdLIiXILvHJPIdow3YgQHSpCCUVFw7,3.9,9.27,-,-,-,13.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,30,0.101,0.432,23,31,35,24,54%,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
"Thursday, May 01, 2025",Third,PVR INOX Cinema,"Logix City Centre, Sec-32 Noida",Mr. Anjani - 7042726045,5,CP2220,391941003,OSRAM - 3KW DTP,Manoj Kumar,68156,44673,-,Solarized,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bypass,-,10.2 M/S,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,"Not removed, Good fL",1148,Working,-,230,229,1,26.3,33.8,Doremi IMB,OK,Service done working successfully ok,-,-,-,-,-,UV Filter,Vane Blower Bracket,-,-,-,-,003-001568-02,003-003700-03,-,-,-,-,https://drive.google.com/drive/folders/13TvGAIHvgGQN0y6O3-rXbzS2oU1u1g59,3.77,8.89,-,-,-,15.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,30,0.101,0.432,23,31,35,23,59%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Sunday, May 04, 2025",Third,PVR INOX Cinema,City Mall Andheri West Mumbai,Mr. Venkatesh - 8104482634,5,CP2220,317518020,OSRAM - 3KW,Satish Yadav,74753,59343,-,Solarized,-,-,-,-,-,-,-,-,-,-,Filters required,Top up done,-,-,-,-,-,-,Bypassed,6.4 M/S,-,-,-,-,-,IMCB LOC sensor fail,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,-,-,-,-,-,OK,Yes,-,OK,OK,OK,OK,OK,Yes,Removed,1155,Working,-,229,229,0.2,8,12.4,Doremi DCP2000,OK,-,-,-,-,-,-,UV Filter,Air Filter - Qty 5,Radiator Filter - Qty 1,LAD Filter - QTY 3,Vane Extractor Duct,-,003-001568-02,003-001184-01,003-003082-01,03-001982-54P,003-003701-02,-,https://drive.google.com/drive/folders/1Rn53fBTcTXxnDmfVyUUjo8jfPvSGEMbu,5.792,11.582,-,-,Harkness,25.298,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),3,0.047,0.074,6,8,9,27,60%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Sunday, May 04, 2025",Third,PVR INOX Cinema,"Logix City Centre, Sec-32 Noida",Mr. Kunwarpal - 9654063182,14,CP4220,390643007,OSRAM - 3KW DTP,Pramod Kumar,67851,42364,-,Solarized,-,-,-,-,-,-,-,-,-,-,Replaced,-,Yellow Spot Visible,-,-,-,Blue Spot Visible,-,-,8.9 M/S,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Removed,2497,Working,-,228,230,2,17.3,30.2,Doremi IMB,OK,-,-,-,-,-,-,UV Filter,-,-,-,-,-,003-001568-02,-,-,-,-,-,https://drive.google.com/drive/folders/1MpXCBavEtXt7vdXvNe_jAI6so_nZgrsU,4.37,10.32,-,-,-,12.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,15,0.016,0.066,28,38,42,22,51%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, May 05, 2025",Third,PVR INOX Cinema,City Mall Andheri West Mumbai,Mr. Sachin - 8369494092,3,CP2220,317518019,OSRAM - 3KW,Satish Yadav,75204,59927,-,Solarized,-,-,-,-,-,-,-,-,-,-,Filters required,Top up done,-,-,-,-,-,-,Bypassed,5.7 M/S,-,Top fan required,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,-,-,-,-,-,OK,Yes,-,OK,Yes,OK,OK,OK,OK,"Not removed, Good fL",193,Working,-,229,229,0.2,33,39.5,Doremi DCP2000,OK,-,-,-,-,-,-,UV Filter,Vane Extractor Duct,Air Filter - Qty 5,Radiator Filter - Qty 1,LAD Filter - QTY 3,-,003-001568-02,003-003701-02,003-001184-01,003-003082-01,03-001982-54P,-,https://drive.google.com/drive/folders/1sPzT81ZeR2aIS4zQn0H-RamxXOQj4Eow,5.792,11.582,-,-,Harkness,25.298,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),6,0.037,0.152,6,8,9,26,59%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, May 05, 2025",Third,PVR INOX Cinema,"Logix City Centre, Sec-32 Noida",Mr. Kunwarpal - 9654063182,2,CP2220,391942008,OSRAM - 3KW DTS,Manoj Kumar,65680,44314,-,Solarized,-,-,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,-,-,-,-,11.4 M/S,-,-,-,-,Lamp door switch bypass,-,OK,Yes,OK,OK,No,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,Yes,OK,Removed,1301,Working,-,230,229,1,18.5,23.6,Doremi IMB,OK,Service done working successfully ok,-,-,-,-,-,UV Filter,Security Interlock Switch,-,-,-,-,003-001568-02,003-001559-01,-,-,-,-,https://drive.google.com/drive/folders/1xmOHS6z6ONELM2jODhuDPvJZpzOMLZmX,3.9,9.27,-,-,-,13.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,28,0.097,0.415,12,16,18,18,48%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, May 05, 2025",Third,PVR INOX Cinema,Sujana Mall Kukatpally Hyderabad Telangana,Mr. Rakesh - 7093354429,1,CP2230,349314009,OSRAM - 6KW,Challa Chinna,61761,52093,-,Solarised,-,-,-,-,-,-,-,-,-,-,New replaced,-,Cyan Color Visible,-,-,-,Red Color Visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Removed,1112,Working,-,230,232,2,9,11,DOREMI,Good,"Service done,working fine.",Lamp Hours expired need to be replace,-,-,-,-,UV Filter,-,-,-,-,-,03-008003-61P,-,-,-,-,-,https://drive.google.com/drive/folders/1wTfPSNw72rRbDQFU9EhyPrkw3Pu5jeXa,5.4,13,-,-,White,22.8,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,16,0.021,0.008,30,35,36,22,65%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, May 06, 2025",Third,PVR INOX Cinema,Ampa Skyone Mall Aminjikarai Chennai,Mr. Mannar - 9944329677,5,CP2230,269085002,OSRAM - 3KW DTP,Arun Rajkumar,45251,36783,-,Solarized,-,-,-,Touch Issue,-,-,-,-,-,-,Need to replace,Topup done,-,-,-,-,-,-,-,-,-,Top Right Problem,-,-,-,-,OK,Yes,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,Removed,1612,Not available,-,230,230,0.1,4,13,DOREMI,Ok,Service Done Working Ok,Lamp Cover damage,Exhaust temp sensor harness damage,-,-,-,UV Filter,Plastic Blower Duct,Plastic Blower Duct,-,-,-,03-008003-61P,003-005452-01,003-005452-01,-,-,-,https://drive.google.com/drive/folders/1wIqV5Cbus4N1U339Ci2JRxshkFdbYkB4,5.7,14,-,-,Silver,19.8,-,0.3142,0.3502,8,-,-,-,0.3141,-,0.6755,-,0.2696,-,0.1401,-,0.3514,-,0.3193,-,0.688,-,0.0493,-,8.4,-,1.8,-,6.2,-,0.4,-,4.8.1,6,0.042,0.116,2,3,3,24,69%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, May 06, 2025",Third,PVR INOX Cinema,Infinity Mall Malad Mumbai,Mr. Shailesh - 9833010825,5,CP2220,269530020,OSRAM - 3KW,Satish Yadav,78832,71591,-,Solarized,-,-,-,Malfunctioning,-,-,-,-,-,-,Filters required,Top up done,-,-,-,-,-,Vane switch need to be replaced,-,6.1 M/S,-,-,-,-,-,-,OK,Yes,OK,OK,OK,-,OK,OK,OK,OK,OK,-,Yes,OK,-,-,-,-,-,Yes,-,-,OK,OK,OK,OK,OK,OK,Removed,1559,Working,-,229,229,0.2,14.3,16.6,Doremi DCP2000,OK,TPC Power off issue,-,-,-,-,-,UV Filter,Air Filter - Qty 5,LAD Filter - QTY 3,Radiator Filter - Qty 1,Vane Blower Bracket,-,003-001568-02,003-001184-01,03-001982-54P,003-003082-01,003-003700-03,-,https://drive.google.com/drive/folders/1Ucguw88QH3E64-9EcKJHFHM0zPioBiG9,-,-,-,-,Harkness,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1 (2),5,0.019,0.1,12,15,16,25,66%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, May 06, 2025",Third,PVR INOX Cinema,MGF Mall Gurgaon Haryana ,Mr. Sanjeev Gambhir - 9810174068,2,CP4220,394624011,OSRAM - 3KW DTP,Manoj Kumar,59497,40549,-,Solarized,Solarized,-,Chipped,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.4 M/S,-,-,-,-,-,-,OK,Yes,Yes,OK,No,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Removed,2344,Working,-,230,229,1,14.8,23.6,Doremi IMB,OK,Service done working successfully ok,Convergence issue found before service same has been informed to site person.,-,-,-,-,UV Filter,Integrator Rod & Holder Assembly,-,-,-,-,003-001568-02,003-102034-01,-,-,-,-,https://drive.google.com/drive/folders/12qm0GJ-ypd_B_o_uh5CMECs5Bdl-tpF-,4.2,9.1,-,-,-,13.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,28,0.078,0.419,14,19,22,26,45%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, May 06, 2025",Third,PVR INOX Cinema,MGF Mall Gurgaon Haryana ,Mr. Sanjeev Gambhir - 9810174068,3,CP2230,284744007,OSRAM - 6KW,Manoj Kumar,84389,66442,-,Solarized,-,Solarized,-,-,-,-,-,-,-,Label hide with 3D stand,-,-,Cyan color coming,-,-,-,-,Bypass,Bypass and harness cut,12.3 M/S,-,-,-,-,-,-,OK,Yes,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Yes,Yes,Yes,OK,OK,OK,OK,OK,OK,Removed,656,Working,-,230,229,1,17,22,Dolby IMS3000,Projector one leg place on metal rack without shoe,Service done working successfully ok,Convergence and vibration issue found before service same has been informed to site person.,-,-,-,-,UV Filter,Cold Mirror (120x 90),-,-,-,-,03-008003-61P,03-005027-52P,-,-,-,-,https://drive.google.com/drive/folders/1xDWnBE5Q-Ut-ZuC9RZ7_jxli2sUMAdR9,5.1,12.1,-,-,-,13.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,30,0.101,0.423,16,22,25,25,47%,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
"Tuesday, May 06, 2025",Third,PVR INOX Cinema,MGF Mall Gurgaon Haryana ,Mr. Sanjeev Gambhir - 9810174068,4,CP2220,285154019,OSRAM - 3KW,Pramod Kumar,81028,64794,-,Solarized,-,-,-,-,-,-,-,-,-,-,Filter need To Change,-,-,-,-,-,-,-,Bypassed,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,Removed,981,Working,-,228,230,2,13.4,17.3,Doremi DCP2000,Ok,-,-,-,-,-,-,Air Filter - Qty 5,LAD Filter - QTY 3,Radiator Filter - Qty 1,UV Filter,Vane Extractor Duct,-,003-001184-01,03-001982-54P,003-003082-01,003-001568-02,003-003701-02,-,https://drive.google.com/drive/folders/1fxmgDd2RauqThcZpECNZC4TarpGDKgop,4.4,10,-,-,-,11.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,11,0,0,22,29,32,24,44%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, May 06, 2025",Third,PVR INOX Cinema,Sujana Mall Kukatpally Hyderabad Telangana,Mr. Rakesh - 7093354429,3,CP2230,349314011,OSRAM - 6KW,Challa Chinna,61860,51735,-,Solarized,-,-,-,-,-,-,-,-,-,-,New replace,-,Cyan Color Visible,-,-,-,Red Color Visible,-,-,-,-,Alarming,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,-,694,Working,-,230,232,2,8,11,DOREMI,Good,"Service done,working fine.",LE Factory service required.,-,-,-,-,UV Filter,ASSY Fan 12V 0.6A 4-Wire 92MM,-,-,-,-,03-008003-61P,003-110827-03,-,-,-,-,https://drive.google.com/drive/folders/1DU41FQZuC92AKtnkB8-P9RgTOJtH6ShP,4.3,12.8,-,-,White,24.9,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,23,0.091,0.003,7,9,10,22,68%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, May 06, 2025",Third,PVR INOX Cinema,Sujana Mall Kukatpally Hyderabad Telangana,Mr. Rakesh - 7093354429,6,CP2230,346815005,OSRAM - 6KW,Challa Chinna,61839,52867,-,-,-,-,-,-,-,-,-,-,-,-,New replaced,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,"Not removed, Good fL",6,Working,-,230,232,2,22,26,DOREMI,Good,"Service done,working fine.","LE debonding issue,LE Factory service required.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://drive.google.com/drive/folders/1y4OKm7Q0Hgj651BQkL0rSu7yUV9yfGMQ,5,11.8,-,-,Silver,24.9,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,14,0.002,0.085,31,41,42,22,68%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, May 06, 2025",Third,PVR INOX Cinema,Sujana Mall Kukatpally Hyderabad Telangana,Mr. Rakesh - 7093354429,2,CP2230,349314010,OSRAM - 6KW,Challa Chinna,61757,51846,-,Solarized,-,-,-,-,-,-,-,-,-,-,New replaced,-,Cyan color visible,-,-,-,Red Color visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,Removed,805,Working,-,230,232,2,10,12,Doremi ShowVault,Good,"Service done,working fine.",LE factory service required.,-,-,-,-,UV Filter,-,-,-,-,-,03-008003-61P,-,-,-,-,-,https://drive.google.com/drive/folders/1NtE9v0iUakkYomVqXnBEVTfOQhica1rJ,5.4,13,-,-,White,22.8,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,16,0.021,0.083,31,40,42,22,68%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, May 07, 2025",Third,PVR INOX Cinema,Ampa Skyone Mall Aminjikarai Chennai,Mr. Mannar - 9944329677,6,CP2230,280061004,OSRAM - 4.5KW,Arun Rajkumar,45168,35408,-,Solarized,-,-,-,-,-,-,-,-,-,-,Need to replace,Topup done,-,-,-,-,-,Abnormal Noise,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,Removed,1959,Not available,-,230,230,0.1,10,14,Dolby IMS3000,Ok,Service Done Working Ok,Guide Block LEQD holder Damage,Exhaust temp sensor harness damage,Lamp Cover damage,-,-,UV Filter,HARN Ballast PNL MTG 2230&4230 For Interlock and comm cable,Plastic Blower Duct, Guide Block LEQD holder,Lamp Blower AC Fan,-,03-008003-61P,003-005779-01,003-005452-01,011-102801-01,03-000158-61P,-,https://drive.google.com/drive/folders/1_s4PVwUs8fmBe7HlkDaC2AJrD0IDSa0K,4.9,12,-,-,White,16.9,-,0.3143,0.3268,10.3,-,-,-,0.3143,-,0.6263,-,0.2463,-,0.1389,-,0.3268,-,0.3071,-,0.6972,-,0.0542,-,11.3,-,4.5,-,6.5,-,0.6,-,4.8.1,6,0.022,0.131,6,4,4,26,62%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, May 07, 2025",Third,PVR INOX Cinema,Ampa Skyone Mall Aminjikarai Chennai,Mr. Mannar - 9944329677,7,CP2220,394336003,OSRAM - 3KW DTP,Arun Rajkumar,34629,25467,-,Solarized,-,-,-,-,-,-,-,-,-,-,Need to replace,Topup done,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Removed,458,Not available,-,230,230,0.1,35,55,Dolby IMS3000,Ok,Service Done Working Ok,-,-,-,-,-,UV Filter,-,-,-,-,-,003-001568-02,-,-,-,-,-,https://drive.google.com/drive/folders/1NkhoBSyuT0qwKfZBtR5MxzjMigZK_e3n,4.4,10.3,-,-,Silver,13.1,-,0.2972,0.3192,32.9,-,-,-,0.2969,-,0.6811,-,0.2604,-,0.1426,-,0.3201,-,0.3186,-,0.6937,-,0.0436,-,35.8,-,7.5,-,25.8,-,2.2,-,4.8.1,3,0.014,0.069,3,4,5,24,58%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, May 07, 2025",Third,PVR INOX Cinema,City Mall Andheri West Mumbai,Mr. Venkatesh - 8104482634,4,CP2220,317518016,OSRAM - 3KW,Satish Yadav,75515,59206,-,Solarized,-,-,-,Malfunctioning,-,-,-,-,-,-,Filters required,-,-,-,-,-,-,-,Bypassed,5.6 M/S,-,-,-,-,-,-,OK,Yes,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Yes,OK,-,-,-,-,-,OK,Yes,-,OK,OK,OK,OK,OK,OK,Removed,1491,Working,-,229,229,0.2,10.9,13.7,Doremi DCP2000,OK,TPC On issue,-,-,-,-,-,UV Filter,Air Filter - Qty 5,Air Filter - Qty 5,Radiator Filter - Qty 1,LAD Filter - QTY 3,-,003-001568-02,003-001184-01,003-001184-01,003-003082-01,03-001982-54P,-,https://drive.google.com/drive/folders/1zXJdzSwrX46xS6LmO8EQjjtDBYEbUqSm,5.792,11.582,-,-,Harkness,25.298,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1 (2),5,0.034,0.147,4,6,6,26,55%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, May 07, 2025",Third,PVR INOX Cinema,MGF Mall Gurgaon Haryana ,Mr. Sanjeev Gambhir - 9810174068,5,CP2230,284744010,OSRAM - 4.5KW,Manoj Kumar,78385,65634,Crack,Solarized,-,Solarized,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bypass ,10.9 M/S,-,-,-,-,-,-,Yes,Yes,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,Yes,Yes,Yes,OK,OK,OK,OK,OK,OK,Removed,62,Working,-,230,229,1,13.5,15.1,Doremi DCP2000,OK,Service done working successfully ok,Convergence  issue found before service same has been informed to site person.,-,-,-,-,"12"" Glass Reflector",UV Filter,Cold Mirror (120x 90),-,-,-,03-240115-51P,03-008003-61P,03-005027-52P,-,-,-,https://drive.google.com/drive/folders/1f0So5gYGQoyo6v9_OzNIzCdNKveBoKIz,5,10.6,-,-,-,14.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,28,0.098,0.409,22,29,33,25,49%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, May 07, 2025",Third,PVR INOX Cinema,MGF Mall Gurgaon Haryana ,Mr. Sanjeev Gambhir - 9810174068,6,CP2220,247736010,OSRAM - 3KW,Pramod Kumar,89795,74607,-,-,-,-,-,-,-,-,-,-,-,Chassis Lable Missing,-,-,Cyan Color Visible,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,Removed,1,Working,-,228,230,2,16.3,26.9,Doremi DCP2000,Ok,"Due to old lamp flicker, new Lamp Installed by operator",L5 lens spring is damage need to change,-,-,-,-,Air Filter - Qty 5,UV Filter,LAD Filter - QTY 3,Radiator Filter - Qty 1,Vane Extractor Duct,-,003-001184-01,003-001568-02,03-001982-54P,003-003082-01,003-003701-02,-,https://drive.google.com/drive/folders/1ExgS2sy9LB468D5KhD2hJ5AQPWiRqTQ0,5,10.6,-,-,White,17.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,22,0,0,42,56,62,25,52%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, May 07, 2025",Third,PVR INOX Cinema,Sujana Mall Kukatpally Hyderabad Telangana,Mr. Rakesh - 7093354429,5,CP2230,349314015,OSRAM - 6KW,Challa Chinna,60462,49287,-,-,-,-,-,-,-,-,-,-,-,-,New replaced,-,Cyan Color Visible,-,-,-,Red Color Visible,-,-,-,-,Alarming,-,-,-,New replaced,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,-,17,Working,-,230,232,2,28,33,DOREMI,Good,"Service done,working fine.",LE Factory service required.,-,-,-,-,Fan 12V 0.45A 4-Wire 60mm,-,-,-,-,-,003-111381-01,-,-,-,-,-,https://drive.google.com/drive/folders/1MMSobl9TGIJItsgMUHq_m8fRxt6lct4M,4.3,10.3,-,-,Silver,24.9,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,14,0.021,0.008,26,28,29,22,58%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Thursday, May 08, 2025",Third,PVR INOX Cinema,MGF Mall Gurgaon Haryana,Mr. Sanjeev Gambhir - 9810174068,7,CP2220,284686001,OSRAM - 3KW DTP,Pramod Kumar,78731,63907,-,Solarized,-,-,-,-,-,-,-,-,-,-,Filter Need To Change,-,Magenta Spot Visible,-,-,-,Red Color Visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Removed,2561,Not available,-,229,230,1,9.2,11,Doremi DCP2000,ok,Lad fan housing is damaged,-,-,-,-,-,Air Filter - Qty 5,UV Filter,LAD Filter - QTY 3,Radiator Filter - Qty 1,LAD Fan Housing,-,003-001184-01,003-001568-02,03-001982-54P,003-003082-01,003-005937-01,-,https://drive.google.com/drive/folders/19J5HebxhZBs8_mBZmbIZgXQg6fttGZd7,4.2,9.1,-,-,-,18.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,16,0,0,31,41,45,23,59%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
